Tre Flowers,CIN/SEA,2018,4,"$2,758,724","$689,681"
KeiVarae Russell,Bengals,2018,1,"$1,375,000","$687,500"
Davontae Harris,Bengals,2018,4,"$2,748,576","$687,144"
Siran Neal,Bills,2018,4,"$2,746,020","$686,505"
Denzel Rice,Browns,2018,2,"$1,350,000","$675,000"
C.J. Goodwin,Cowboys,2018,2,"$1,350,000","$675,000"
Josh Hawkins,CAR/PHI,2018,2,"$1,350,000","$675,000"
Denzel Rice,Bills,2018,2,"$1,350,000","$675,000"
Cre'Von LeBlanc,PHI/DET,2018,2,"$1,350,000","$675,000"
Darius Phillips,Bengals,2018,4,"$2,677,556","$669,389"
Parry Nickerson,NYJ/SEA,2018,4,"$2,637,480","$659,370"
Christian Campbell,Cardinals,2018,4,"$2,630,740","$657,685"
Simeon Thomas,SEA/CLE,2018,4,"$2,619,224","$654,806"
Kamrin Moore,NYG/NO,2018,4,"$2,618,480","$654,620"
Adonis Alexander,Commanders,2018,4,"$2,616,192","$654,048"
Tremon Smith,GB/KC,2018,4,"$2,613,804","$653,451"
De'Vante Harris,TB/NO,2018,1,"$650,000","$650,000"
Cornell Armstrong,Dolphins,2018,4,"$2,578,408","$644,602"
Jermaine Kelly,Texans,2018,4,"$2,560,776","$640,194"
Jalen Collins,Colts,2018,1,"$1,275,000","$637,500"
Greg Stroman,Commanders,2018,4,"$2,535,776","$633,944"
Keion Crossen,HOU/NYG/NE,2018,4,"$2,534,392","$633,598"
Cre'Von LeBlanc,Lions,2018,1,"$630,003","$630,003"
Tyvis Powell,49ers,2018,1,"$630,000","$630,000"
C.J. Goodwin,49ers,2018,1,"$630,000","$630,000"
Dashaun Phillips,Steelers,2018,1,"$630,000","$630,000"
De'Vante Harris,Buccaneers,2018,1,"$630,000","$630,000"
C.J. Goodwin,Bengals,2018,1,"$630,000","$630,000"
Kalan Reed,Seahawks,2018,1,"$630,000","$630,000"
Javien Elliott,Buccaneers,2018,1,"$630,000","$630,000"
Sheldon Price,Chiefs,2018,1,"$630,000","$630,000"
Stanley Jean-Baptiste,Ravens,2018,1,"$630,000","$630,000"
Lafayette Pitts,Bills,2018,1,"$630,000","$630,000"
Tony Lippett,Giants,2018,1,"$630,000","$630,000"
C.J. Goodwin,Giants,2018,1,"$630,000","$630,000"
Chris Milton,Colts,2018,1,"$630,000","$630,000"
Tyvis Powell,49ers,2018,1,"$630,000","$630,000"
Javien Elliott,Buccaneers,2018,1,"$630,000","$630,000"
Daryl Worley,Raiders,2018,1,"$630,000","$630,000"
C.J. Goodwin,Cardinals,2018,1,"$630,000","$630,000"
Juston Burris,Browns,2018,1,"$630,000","$630,000"
Brian Allen,Steelers,2018,2,"$1,200,000","$600,000"
Joshua Holsey,Commanders,2018,2,"$1,200,000","$600,000"
Brendan Langley,Broncos,2018,2,"$1,200,000","$600,000"
Lenzy Pipkins,Lions,2018,1,"$1,200,000","$600,000"
Dominique Hatfield,Rams,2018,2,"$1,200,000","$600,000"
Treston Decoud,Cowboys,2018,2,"$1,200,000","$600,000"
Taurean Nixon,Rams,2018,2,"$1,200,000","$600,000"
Lenzy Pipkins,Colts,2018,2,"$1,200,000","$600,000"
De'Vante Bausby,Eagles,2018,2,"$1,200,000","$600,000"
Lenzy Pipkins,Colts,2018,2,"$1,200,000","$600,000"
Darius Hillary,Commanders,2018,2,"$1,200,000","$600,000"
De'Vante Bausby,Eagles,2018,2,"$1,200,000","$600,000"
Makinton Dorleant,Chiefs,2018,2,"$1,200,000","$600,000"
Grant Haley,Giants,2018,3,"$1,735,000","$578,333"
Tarvarus McFadden,49ers,2018,3,"$1,730,000","$576,667"
Jalen Davis,Dolphins,2018,3,"$1,730,000","$576,667"
Chandon Sullivan,Eagles,2018,3,"$1,726,000","$575,333"
Arrion Springs,Chiefs,2018,3,"$1,725,000","$575,000"
Levi Wallace,Bills,2018,3,"$1,725,000","$575,000"
Emmanuel Moseley,49ers,2018,3,"$1,725,000","$575,000"
Henre Toliver,Colts,2018,3,"$1,725,000","$575,000"
Kevin Toliver II,Bears,2018,3,"$1,725,000","$575,000"
Ryan Carter,Bills,2018,3,"$1,725,000","$575,000"
Holton Hill,Vikings,2018,3,"$1,725,000","$575,000"
Linden Stephens,Saints,2018,3,"$1,720,000","$573,333"
J.C. Jackson,Patriots,2018,3,"$1,720,000","$573,333"
D'Montre Wade,Chiefs,2018,3,"$1,720,000","$573,333"
Brandon Facyson,Chargers,2018,3,"$1,720,000","$573,333"
Danny Johnson,Commanders,2018,3,"$1,720,000","$573,333"
Dee Delaney,Jaguars,2018,3,"$1,720,000","$573,333"
Michael Joseph,Bears,2018,3,"$1,720,000","$573,333"
Ranthony Texada,Commanders,2018,3,"$1,718,500","$572,833"
Darious Williams,LAR/BAL,2018,3,"$1,718,000","$572,667"
Andre Chachere,Texans,2018,3,"$1,718,000","$572,667"
Lashard Durr,Colts,2018,3,"$1,718,000","$572,667"
Deatrick Nichols,Cardinals,2018,3,"$1,718,000","$572,667"
Aaron Davis,Giants,2018,3,"$1,717,500","$572,500"
Trey Johnson,Steelers,2018,3,"$1,717,500","$572,500"
Mike Ford,Lions,2018,3,"$1,717,500","$572,500"
Chris Jones,Lions,2018,3,"$1,717,000","$572,333"
Amari Coleman,Lions,2018,3,"$1,716,000","$572,000"
Tony Brown,Chargers,2018,3,"$1,715,500","$571,833"
Chris Lammons,Falcons,2018,3,"$1,715,000","$571,667"
Jamar Summers,Steelers,2018,3,"$1,715,000","$571,667"
Tre Herndon,Jaguars,2018,3,"$1,715,000","$571,667"
Jordan Thomas,Eagles,2018,3,"$1,715,000","$571,667"
Tavierre Thomas,CLE/ARI,2018,3,"$1,715,000","$571,667"
Charvarius Ward,Cowboys,2018,3,"$1,715,000","$571,667"
Charvarius Ward,Chiefs,2018,3,"$1,715,000","$571,666"
Rico Gafford,Titans,2018,3,"$1,713,500","$571,167"
Antwuan Davis,DET/LV,2018,3,"$1,712,500","$570,833"
Robert Jackson,Colts,2018,3,"$1,712,500","$570,833"
Donovan Olumba,Cowboys,2018,3,"$1,712,000","$570,667"
Elijaah Goins,Titans,2018,3,"$1,711,000","$570,333"
Joseph Putu,Falcons,2018,3,"$1,711,000","$570,333"
Rashard Fant,Bears,2018,3,"$1,711,000","$570,333"
Curtis Mikell,Rams,2018,3,"$1,711,000","$570,333"
B.J. Clay,Chargers,2018,3,"$1,710,500","$570,167"
Marcus Edmond,Chargers,2018,3,"$1,710,500","$570,167"
Craig James,Vikings,2018,3,"$1,710,000","$570,000"
John Franklin III,Bears,2018,3,"$1,710,000","$570,000"
A.J. Moore,Texans,2018,3,"$1,710,000","$570,000"
Christian Boutte,Browns,2018,3,"$1,710,000","$570,000"
Ty Holloway,Bears,2018,3,"$1,710,000","$570,000"
A.J. Moore,Patriots,2018,3,"$1,710,000","$570,000"
Jackson Porter,Ravens,2018,3,"$1,710,000","$570,000"
Kenneth Durden,Titans,2018,3,"$1,710,000","$570,000"
Ryan McKinley,Titans,2018,3,"$1,710,000","$570,000"
Juante Baldwin,Colts,2018,3,"$1,710,000","$570,000"
Malik Reaves,Chiefs,2018,3,"$1,710,000","$570,000"
Bryce Canady,Jaguars,2018,3,"$1,710,000","$570,000"
Bryon Fields,Giants,2018,3,"$1,710,000","$570,000"
Elijah Battle,Cardinals,2018,3,"$1,710,000","$570,000"
Mark Myers,Buccaneers,2018,3,"$1,710,000","$570,000"
Step Durham,Chiefs,2018,3,"$1,710,000","$570,000"
Dee Delaney,Jaguars,2018,3,"$1,710,000","$570,000"
Mike Basile,Giants,2018,3,"$1,710,000","$570,000"
Dee Delaney,Jaguars,2018,3,"$1,710,000","$570,000"
Johnathan Alston,Dolphins,2018,3,"$1,710,000","$570,000"
Dee Delaney,Dolphins,2018,3,"$1,710,000","$570,000"
Mike Jones,Giants,2018,3,"$1,710,000","$570,000"
Trevon Mathis,Vikings,2018,3,"$1,710,000","$570,000"
Craig James,Vikings,2018,3,"$1,710,000","$570,000"
Josh Okonye,Lions,2018,3,"$1,710,000","$570,000"
Harlan Miller,Commanders,2018,2,"$1,125,000","$562,500"
Breon Borders,Jaguars,2018,2,"$1,125,000","$562,500"
Darius Hillary,Bengals,2018,1,"$555,000","$555,000"
Senquez Golson,Raiders,2018,1,"$555,000","$555,000"
Akeem King,Seahawks,2018,1,"$555,000","$555,000"
Harlan Miller,Cardinals,2018,1,"$555,000","$555,000"
Darius Hillary,Raiders,2018,1,"$555,000","$555,000"
Trovon Reed,49ers,2018,1,"$555,000","$555,000"
Zack Sanchez,Panthers,2018,1,"$555,000","$555,000"
Greg Mabin,49ers,2018,1,"$555,000","$555,000"
Mike Hilton,Steelers,2018,1,"$555,000","$555,000"
Dominique Hatfield,Rams,2018,1,"$555,000","$555,000"
Donatello Brown,Packers,2018,1,"$555,000","$555,000"
Adairius Barnes,Lions,2018,1,"$555,000","$555,000"
Louis Young,Cardinals,2018,1,"$555,000","$555,000"
Doran Grant,Bears,2018,1,"$555,000","$555,000"
Jeremy Clark,Jets,2018,1,"$555,000","$555,000"
Akeem King,Seahawks,2018,1,"$555,000","$555,000"
Trovon Reed,Seahawks,2018,1,"$555,000","$555,000"
Shaquille Richardson,Raiders,2018,1,"$530,000","$530,000"
Trevon Hartfield,Browns,2018,2,"$1,050,000","$525,000"
Ryan Lewis,Colts,2018,2,"$1,050,000","$525,000"
Brandon Shippen,Titans,2018,2,"$1,050,000","$525,000"
Jeremiah McKinnon,Browns,2018,2,"$1,050,000","$525,000"
Juante Baldwin,Colts,2018,2,"$1,050,000","$525,000"
Chris Jones,Cardinals,2018,2,"$1,050,000","$525,000"
Tony Brown,Packers,2018,2,"$1,050,000","$525,000"
Taveze Calhoun,Dolphins,2018,2,"$1,050,000","$525,000"
Channing Stribling,49ers,2018,2,"$1,050,000","$525,000"
D.J. Killings,Colts,2018,2,"$1,050,000","$525,000"
Deatrick Nichols,Cardinals,2018,2,"$1,050,000","$525,000"
Jeremy Boykins,Titans,2018,2,"$1,050,000","$525,000"
Jarell Carter,Titans,2018,2,"$1,050,000","$525,000"
Chris Jones,Cardinals,2018,2,"$1,050,000","$525,000"
Grant Haley,Giants,2018,2,"$1,050,000","$525,000"
Ryan Lewis,Colts,2018,2,"$1,050,000","$525,000"
Jalen Davis,Dolphins,2018,2,"$1,050,000","$525,000"
Tony Brown,Bengals,2018,2,"$1,050,000","$525,000"
D.J. Killings,Eagles,2018,2,"$1,050,000","$525,000"
Aaron Davis,Buccaneers,2018,2,"$1,050,000","$525,000"
Sojourn Shelton,Bengals,2018,2,"$1,050,000","$525,000"
Marquez White,Cowboys,2018,2,"$1,050,000","$525,000"
Levi Wallace,Bills,2018,2,"$1,050,000","$525,000"
Maurice Fleming,Buccaneers,2018,2,"$1,050,000","$525,000"
Mike Ford,Lions,2018,2,"$1,050,000","$525,000"
Deatrick Nichols,Cardinals,2018,2,"$1,050,000","$525,000"
Dee Virgin,Lions,2018,2,"$1,050,000","$525,000"
Kenneth Durden,Titans,2018,2,"$1,050,000","$525,000"
Chandon Sullivan,Eagles,2018,2,"$1,050,000","$525,000"
Dee Virgin,Lions,2018,2,"$1,050,000","$525,000"
Josh Thornton,Texans,2018,2,"$105,000","$525,000"
Ryan Lewis,Bills,2018,2,"$1,050,000","$525,000"
Bryce Jones,Texans,2018,2,"$1,050,000","$525,000"
Jeff Richards,Chargers,2018,2,"$1,050,000","$525,000"
Marcus Sayles,Rams,2018,2,"$1,050,000","$525,000"
Dee Virgin,Texans,2018,2,"$1,050,000","$525,000"
Emmanuel Moseley,49ers,2018,2,"$1,050,000","$525,000"
David Rivers,Buccaneers,2018,2,"$1,050,000","$525,000"
Will Redmond,Chiefs,2018,2,"$1,050,000","$525,000"
Deante Burton,Texans,2018,2,"$1,050,000","$525,000"
Horace Richardson,Vikings,2018,2,"$1,050,000","$525,000"
Sammy Seamster,Jaguars,2018,2,"$1,050,000","$525,000"
Channing Stribling,Colts,2018,2,"$1,050,000","$525,000"
Jeremiah McKinnon,Browns,2018,2,"$1,050,000","$525,000"
Trey Caldwell,Titans,2018,2,"$1,050,000","$525,000"
Andre Chachere,Lions,2018,3,"$1,560,000","$520,000"
Horace Richardson,Broncos,2018,3,"$1,560,000","$520,000"
Rico Gafford,Raiders,2018,2,"$995,600","$497,800"
Alex Carter,Commanders,2018,2,"$975,000","$487,500"
Amari Coleman,Buccaneers,2018,1,"$480,000","$480,000"
Jarell Carter,Raiders,2018,1,"$480,000","$480,000"
Mike Jones,Giants,2018,1,"$480,000","$480,000"
Jeff Richards,Chargers,2018,1,"$480,000","$480,000"
Brandon Shippen,Chiefs,2018,1,"$480,000","$480,000"
Malik Reaves,Steelers,2018,1,"$480,000","$480,000"
Bradley Sylve,Saints,2018,1,"$480,000","$480,000"
Robertson Daniel,Ravens,2018,1,"$480,000","$480,000"
Kenneth Durden,Giants,2018,1,"$480,000","$480,000"
Robertson Daniel,Ravens,2018,1,"$480,000","$480,000"
Ryan Lewis,Patriots,2018,1,"$480,000","$480,000"
Josh Okonye,Lions,2018,1,"$480,000","$480,000"
Channing Stribling,Chargers,2018,1,"$480,000","$480,000"
Jeremy Boykins,Seahawks,2018,1,"$480,000","$480,000"
Alex Carter,Panthers,2018,1,"$480,000","$480,000"
Raysean Pringle,Raiders,2018,1,"$480,000","$480,000"
Bryce Jones,Texans,2018,1,"$480,000","$480,000"
Ryan Lewis,Bills,2018,1,"$480,000","$480,000"
Travell Dixon,Cardinals,2018,1,"$480,000","$480,000"
Jamal Perry,Patriots,2018,1,"$480,000","$480,000"
Jeremiah McKinnon,Giants,2018,1,"$480,000","$480,000"
Tevin Mitchel,Raiders,2018,1,"$480,000","$480,000"
Robertson Daniel,Ravens,2018,1,"$480,000","$480,000"
Kenneth Durden,Giants,2018,1,"$480,000","$480,000"
Craig James,Vikings,2018,1,"$480,000","$480,000"
Jarell Carter,Cardinals,2018,1,"$480,000","$480,000"
Jonathan Moxey,Cardinals,2018,1,"$480,000","$480,000"
Alex Carter,Seahawks,2018,1,"$480,000","$480,000"
Raysean Pringle,Lions,2018,1,"$480,000","$480,000"
Elijah Battle,Seahawks,2018,1,"$480,000","$480,000"
Mike Ford,Lions,2018,1,"$479,995","$479,995"
Andre Chachere,Lions,2018,1,"$479,995","$479,995"
Emmanuel Moseley,49ers,2018,1,"$479,995","$479,995"
Lenzy Pipkins,Colts,2018,1,"$425,000","$425,000"
Juston Burris,Jets,2018,1,"$340,000","$340,000"
Greg Mabin,49ers,2018,1,"$255,000","$255,000"
Josh Hawkins,Eagles,2018,1,"$255,000","$255,000"
Brendan Langley,Broncos,2018,1,"$170,000","$170,000"
Tyvis Powell,49ers,2018,1,"$170,000","$170,000"
Dee Delaney,Dolphins,2018,1,"$170,000","$170,000"
Chandon Sullivan,Eagles,2018,1,"$170,000","$170,000"
Lenzy Pipkins,Browns,2018,1,"$170,000","$170,000"
Cyrus Jones,Ravens,2018,1,"$136,000","$136,000"
Rico Gafford,Raiders,2018,1,"$129,200","$129,200"
Andre Chachere,Texans,2018,1,"$129,200","$129,200"
Denzel Rice,Bills,2018,1,"$129,200","$129,200"
Horace Richardson,Chiefs,2018,1,"$129,200","$129,200"
Chris Jones,Cardinals,2018,1,"$129,200","$129,200"
Christian Campbell,Saints,2018,1,"$129,200","$129,200"
Makinton Dorleant,Raiders,2018,1,"$129,200","$129,200"
Robertson Daniel,Ravens,2018,1,"$129,200","$129,200"
Josh Hawkins,Panthers,2018,1,"$129,200","$129,200"
Jeremiah McKinnon,Browns,2018,1,"$129,200","$129,200"
David Rivers,Buccaneers,2018,1,"$129,200","$129,200"
Treston Decoud,Cowboys,2018,1,"$129,200","$129,200"
D.J. White,Colts,2018,1,"$129,200","$129,200"
John Franklin III,Bears,2018,1,"$129,200","$129,200"
Dee Delaney,Jaguars,2018,1,"$129,200","$129,200"
Joshua Holsey,Commanders,2018,1,"$129,200","$129,200"
Donovan Olumba,Cowboys,2018,1,"$129,200","$129,200"
Tony Brown,Packers,2018,1,"$129,200","$129,200"
Tyvis Powell,Jets,2018,1,"$129,200","$129,200"
Horace Richardson,Lions,2018,1,"$129,200","$129,200"
Dee Delaney,Jaguars,2018,1,"$129,200","$129,200"
Michael Hunter,Bills,2018,1,"$129,200","$129,200"
Kenneth Durden,Titans,2018,1,"$129,200","$129,200"
Robertson Daniel,Ravens,2018,1,"$129,200","$129,200"
Jeremiah McKinnon,Browns,2018,1,"$129,200","$129,200"
Cole Luke,Panthers,2018,1,"$129,200","$129,200"
De'Vante Bausby,Eagles,2018,1,"$129,200","$129,200"
Michael Joseph,Bears,2018,1,"$129,200","$129,200"
Michael Hunter,Texans,2018,1,"$129,200","$129,200"
Xavier Coleman,Bills,2018,1,"$129,200","$129,200"
Levi Wallace,Bills,2018,1,"$129,200","$129,200"
Arrion Springs,Browns,2018,1,"$129,200","$129,200"
C.J. Goodwin,Bengals,2018,1,"$129,200","$129,200"
Ronald Zamort,Giants,2018,1,"$129,200","$129,200"
KeiVarae Russell,Bengals,2018,1,"$129,200","$129,200"
D.J. Killings,Colts,2018,1,"$129,200","$129,200"
Tarvarus McFadden,49ers,2018,1,"$129,200","$129,200"
Channing Stribling,Chargers,2018,1,"$129,200","$129,200"
Breon Borders,Jaguars,2018,1,"$129,200","$129,200"
Arrion Springs,Saints,2018,1,"$129,200","$129,200"
Simeon Thomas,Seahawks,2018,1,"$129,200","$129,200"
Linden Stephens,Broncos,2018,1,"$129,200","$129,200"
Jeremy Clark,Jets,2018,1,"$129,200","$129,200"
Will Redmond,Packers,2018,1,"$129,200","$129,200"
Arrion Springs,Browns,2018,1,"$129,200","$129,200"
Linden Stephens,Rams,2018,1,"$129,200","$129,200"
Javien Elliott,Buccaneers,2018,1,"$129,200","$129,200"
John Franklin III,Bears,2018,1,"$129,200","$129,200"
Kalan Reed,Seahawks,2018,1,"$129,200","$129,200"
Jamal Perry,Patriots,2018,1,"$129,200","$129,200"
Jeff Richards,Buccaneers,2018,1,"$129,200","$129,200"
De'Vante Bausby,Eagles,2018,1,"$129,200","$129,200"
Breon Borders,Texans,2018,1,"$129,200","$129,200"
Jonathan Moxey,Cardinals,2018,1,"$129,200","$129,200"
Treston Decoud,Cowboys,2018,1,"$129,200","$129,200"
Tarvarus McFadden,Colts,2018,1,"$129,200","$129,200"
Arrion Springs,Raiders,2018,1,"$129,200","$129,200"
Grant Haley,Giants,2018,1,"$129,200","$129,200"
Chris Lammons,Saints,2018,1,"$129,200","$129,200"
Michael Jordan,Titans,2018,1,"$129,200","$129,200"
Dominique Hatfield,Rams,2018,1,"$129,200","$129,200"
Jalen Collins,Colts,2018,1,"$129,200","$129,200"
Jalen Myrick,Vikings,2018,1,"$129,200","$129,200"
Mark Myers,Buccaneers,2018,1,"$129,200","$129,200"
Arrion Springs,Chiefs,2018,1,"$129,200","$129,200"
D'Montre Wade,Chiefs,2018,1,"$129,200","$129,200"
Ashton Lampkin,Browns,2018,1,"$129,200","$129,200"
Donte Deayon,Rams,2018,1,"$129,200","$129,200"
Josh Thornton,Bills,2018,1,"$129,200","$129,200"
Darius Hillary,Saints,2018,1,"$129,200","$129,200"
De'Vante Bausby,Eagles,2018,1,"$129,200","$129,200"
Josh Hawkins,Chiefs,2018,1,"$129,200","$129,200"
Lorenzo Doss,Panthers,2018,1,"$129,200","$129,200"
Simeon Thomas,Seahawks,2018,1,"$129,200","$129,200"
Jalen Davis,Dolphins,2018,1,"$129,200","$129,200"
Deatrick Nichols,Cardinals,2018,1,"$129,200","$129,200"
Jalen Myrick,Vikings,2018,1,"$129,200","$129,200"
Jeremiah McKinnon,Eagles,2018,1,"$129,200","$129,200"
Makinton Dorleant,Ravens,2018,1,"$129,200","$129,200"
Arthur Maulet,Saints,2018,1,"$129,200","$129,200"
Tyvis Powell,49ers,2018,1,"$129,200","$129,200"
Bennett Jackson,Ravens,2018,1,"$129,200","$129,200"
Chandon Sullivan,Eagles,2018,1,"$129,200","$129,200"
D.J. Killings,Packers,2018,1,"$129,200","$129,200"
Arrion Springs,Chargers,2018,1,"$129,200","$129,200"
Brian Allen,Steelers,2018,1,"$129,200","$129,200"
Alex Carter,Commanders,2018,1,"$129,200","$129,200"
Dee Virgin,Lions,2018,1,"$129,200","$129,200"
Akeem King,Seahawks,2018,1,"$129,200","$129,200"
Chris Jones,Cardinals,2018,1,"$129,200","$129,200"
Javien Elliott,Buccaneers,2018,1,"$129,200","$129,200"
Ryan Lewis,Bills,2018,1,"$129,200","$129,200"
Jalen Myrick,Vikings,2018,1,"$129,200","$129,200"
Jeff Richards,Chargers,2018,1,"$129,200","$129,200"
Deatrick Nichols,Cardinals,2018,1,"$129,200","$129,200"
Josh Hawkins,Chiefs,2018,1,"$129,200","$129,200"
Jeremy Boykins,Seahawks,2018,1,"$129,200","$129,200"
Robert Jackson,Texans,2018,1,"$129,200","$129,200"
Taveze Calhoun,Falcons,2018,1,"$129,200","$129,200"
Chris Lammons,Dolphins,2018,1,"$129,200","$129,200"
Robert Jackson,Browns,2018,1,"$129,200","$129,200"
Taveze Calhoun,Falcons,2018,1,"$129,200","$129,200"
Josh Thornton,Panthers,2018,1,"$129,200","$129,200"
Xavien Howard,Dolphins,2019,5,"$75,250,000","$15,050,000"
Marcus Peters,Ravens,2019,3,"$42,000,000","$14,000,000"
Chris Harris Jr.,Broncos,2019,1,"$12,050,000","$12,050,000"
Joe Haden,Steelers,2019,2,"$22,000,000","$11,000,000"
Bradley Roby,Texans,2019,1,"$10,000,000","$10,000,000"
Justin Coleman,Lions,2019,4,"$36,000,000","$9,000,000"
Tavon Young,Ravens,2019,3,"$25,800,000","$8,600,000"
Steven Nelson,Steelers,2019,3,"$25,500,000","$8,500,000"
Kenny Moore,Colts,2019,4,"$33,300,000","$8,325,000"
Robert Alford,Cardinals,2019,3,"$22,500,000","$7,500,000"
Pierre Desir,Colts,2019,3,"$22,500,000","$7,500,000"
Jonathan Jones,Patriots,2019,3,"$21,000,000","$7,000,000"
Bryce Callahan,Broncos,2019,3,"$21,000,000","$7,000,000"
Ronald Darby,Eagles,2019,1,"$6,500,000","$6,500,000"
Johnathan Joseph,Texans,2019,1,"$6,000,000","$6,000,000"
Darryl Roberts,Jets,2019,3,"$18,000,000","$6,000,000"
Buster Skrine,Bears,2019,3,"$16,500,000","$5,500,000"
Jason McCourty,Patriots,2019,2,"$10,000,000","$5,000,000"
Darqueze Dennard,Bengals,2019,1,"$4,500,000","$4,500,000"
B.W. Webb,Bengals,2019,3,"$10,500,000","$3,500,000"
Jonathan Jones,Patriots,2019,1,"$3,095,000","$3,095,000"
Daryl Worley,Raiders,2019,1,"$3,095,000","$3,095,000"
Jason Verrett,49ers,2019,1,"$3,000,000","$3,000,000"
Brian Poole,Jets,2019,1,"$3,000,000","$3,000,000"
Kevin Johnson,Bills,2019,1,"$3,000,000","$3,000,000"
Deandre Baker,Giants,2019,4,"$10,525,716","$2,631,429"
Troy Hill,Rams,2019,2,"$5,250,525","$2,625,263"
P.J. Williams,Saints,2019,1,"$2,250,000","$2,250,000"
Rashaan Melvin,Lions,2019,1,"$2,150,000","$2,150,000"
E.J. Gaines,Bills,2019,1,"$2,100,000","$2,100,000"
Troy Hill,Rams,2019,1,"$2,025,000","$2,025,000"
Trevor Williams,Chargers,2019,1,"$2,025,000","$2,025,000"
Ken Crawley,Saints,2019,1,"$2,025,000","$2,025,000"
Trevor Williams,Cardinals,2019,1,"$2,025,000","$2,025,000"
Ken Crawley,Dolphins,2019,1,"$2,025,000","$2,025,000"
Justin Bethel,Ravens,2019,2,"$4,000,000","$2,000,000"
Morris Claiborne,Chiefs,2019,1,"$2,000,000","$2,000,000"
Bashaud Breeland,Chiefs,2019,1,"$2,000,000","$2,000,000"
Byron Murphy,Cardinals,2019,4,"$7,989,498","$1,997,375"
Rock Ya-Sin,LV/IND,2019,4,"$7,916,454","$1,979,114"
Nevin Lawson,Raiders,2019,1,"$1,850,000","$1,850,000"
Sean Murphy-Bunting,Buccaneers,2019,4,"$7,375,998","$1,844,000"
Trayvon Mullen,DAL/BAL/ARI/LV,2019,4,"$7,259,146","$1,814,787"
Joejuan Williams,Patriots,2019,4,"$6,626,656","$1,656,664"
Greedy Williams,Browns,2019,4,"$6,458,676","$1,614,669"
Chris Milton,IND/TEN,2019,1,"$1,500,000","$1,500,000"
Justin Bethel,Patriots,2019,1,"$2,930,000","$1,465,000"
Tramaine Brock,ARI/TEN,2019,1,"$1,350,000","$1,350,000"
Lonnie Johnson Jr.,KC/TEN,2019,4,"$5,214,132","$1,303,533"
Cre'Von LeBlanc,Eagles,2019,1,"$1,300,000","$1,300,000"
Orlando Scandrick,Eagles,2019,1,"$1,120,000","$1,120,000"
Dominique Rodgers-Cromartie,Commanders,2019,1,"$1,075,000","$1,075,000"
Tye Smith,Titans,2019,1,"$1,050,000","$1,050,000"
Captain Munnerlyn,Bills,2019,1,"$1,030,000","$1,030,000"
Marcus Sherels,Saints,2019,1,"$1,020,000","$1,020,000"
Neiko Thorpe,Seahawks,2019,1,"$1,000,000","$1,000,000"
Antonio Hamilton,Giants,2019,1,"$1,000,000","$1,000,000"
David Long,Rams,2019,4,"$3,801,391","$950,348"
Coty Sensabaugh,Commanders,2019,2,"$1,875,000","$937,500"
Josh Robinson,Jaguars,2019,1,"$930,000","$930,000"
Johnson Bademosi,Saints,2019,1,"$930,000","$930,000"
Marcus Sherels,Vikings,2019,1,"$930,000","$930,000"
DeShawn Shead,NO/SEA,2019,1,"$930,000","$930,000"
Marcus Sherels,Vikings,2019,1,"$930,000","$930,000"
Coty Sensabaugh,Broncos,2019,1,"$930,000","$930,000"
Marcus Sherels,Dolphins,2019,1,"$930,000","$930,000"
Justin Layne,CHI/CAR/NYG/PIT,2019,4,"$3,683,180","$920,795"
Briean Boddy-Calhoun,Texans,2019,1,"$900,000","$900,000"
Phillip Gaines,Browns,2019,1,"$895,000","$895,000"
Jamar Taylor,Seahawks,2019,1,"$895,000","$895,000"
Blidi Wreh-Wilson,Falcons,2019,1,"$895,000","$895,000"
Marcus Cooper,Lions,2019,1,"$895,000","$895,000"
Jamel Dean,Buccaneers,2019,4,"$3,558,852","$889,713"
Kayvon Webster,Commanders,2019,2,"$1,750,000","$875,000"
Kayvon Webster,Saints,2019,1,"$850,000","$850,000"
"Chauncey Gardner-Johnson, Jr.",Saints,2019,4,"$3,307,100","$826,775"
Keith Reaser,Chiefs,2019,1,"$820,000","$820,000"
Kendall Sheffield,HOU/ATL,2019,4,"$3,279,688","$819,922"
Tyler Patmon,Dolphins,2019,1,"$805,000","$805,000"
Brittan Golden,Giants,2019,1,"$805,000","$805,000"
Dontae Johnson,SF/LAC,2019,1,"$805,000","$805,000"
Jamar Taylor,Seahawks,2019,1,"$805,000","$805,000"
Phillip Gaines,Texans,2019,1,"$805,000","$805,000"
Jamar Taylor,Falcons,2019,1,"$805,000","$805,000"
Aaron Colvin,Commanders,2019,1,"$805,000","$805,000"
Bene Benwikere,Vikings,2019,1,"$805,000","$805,000"
Dontae Johnson,Chiefs,2019,1,"$805,000","$805,000"
Marcus Cooper,Jets,2019,1,"$805,000","$805,000"
Quinten Rollins,49ers,2019,1,"$805,000","$805,000"
Iman Marshall,Ravens,2019,4,"$3,195,772","$798,943"
Isaiah Johnson,Raiders,2019,4,"$3,182,292","$795,573"
Ugochukwu Amadi,SEA/PHI,2019,4,"$3,165,196","$791,299"
Lafayette Pitts,Bills,2019,1,"$745,000","$745,000"
De'Vante Harris,Buccaneers,2019,1,"$720,000","$720,000"
Briean Boddy-Calhoun,Texans,2019,1,"$720,000","$720,000"
Tony Lippett,Bengals,2019,1,"$720,000","$720,000"
Kalan Reed,Seahawks,2019,1,"$720,000","$720,000"
Michael Jordan,Titans,2019,1,"$720,000","$720,000"
