player,team,archetype,archetype_stable,latest_season,latest_grade,latest_cov_grade,qb_rating_against,yards_per_cov_snap,playmaking_rate,outside_rate,slot_rate,old_apy,est_cap_units_median,est_apy_low,est_apy_mid,est_apy_high,comparable_n,used_grade_band,mkt_cap_units_median,mkt_apy_low,mkt_apy_mid,mkt_apy_high,mkt_comparable_n,used_grade_band_mkt,market_premium_pct
Tre Flowers,Lions,Replacement-level CB,False,2021,52.8,51.6,112.6,1.5,0.0666666666666666,0.7454545454545455,0.0863636363636363,315000.0,0.701985369176473,1349028.9768683272,2114379.931959537,5619258.098831031,116,True,3.1038374717832955,5698789.101917255,9348758.465011286,14738434.16370107,37,True,2.4018521026068225
Cameron Sutton,Lions,Replacement-level CB,False,2023,52.3,49.0,122.0,1.5,0.0707964601769911,0.8723235527359239,0.0380650277557494,11000000.0,0.6873684561380253,1334390.697064057,2070353.7898877324,5193859.570630696,110,True,2.9992672403301643,5692234.091050056,9033792.927874455,16000378.971240774,32,True,2.311898784192139
Kyu Blu Kelly,Raiders,Replacement-level CB,True,2025,51.9,48.4,106.7,1.6,0.1224489795918367,0.8998272884283247,0.003454231433506,972500.0,0.6422235616438356,1329660.3634431455,1934377.367671233,5262001.39503386,109,True,2.9992672403301643,5692234.091050056,9033792.927874455,16000378.971240774,32,True,2.3570436786863285
Keith Taylor Jr.,Falcons,Replacement-level CB,True,2022,53.8,52.1,139.4,1.7,0.0666666666666666,0.8650793650793651,0.0661375661375661,323611.0,0.691095890410959,1354592.749279539,2081580.8219178086,5435029.386478305,121,True,2.957137092056031,5679124.069315658,8906896.921272766,15443786.623117048,38,True,2.266041201645072
Dax Hill,Bengals,Slot specialist,True,2025,64.9,67.7,95.0,1.0,0.0823529411764705,0.4041501976284585,0.3616600790513834,2916755.0,0.6111911623439001,1245864.470778833,1840907.780979827,5186882.345380493,107,True,2.922422954303932,5927573.365771395,8802337.938363442,11683376.248818038,31,True,2.311231791960032
Alontae Taylor,Saints,Slot specialist,False,2025,63.8,67.7,108.7,1.2,0.0898876404494382,0.2793560606060606,0.5359848484848485,1801174.0,0.6001161291171555,1240741.1461211478,1807549.7809008725,5100608.215579636,108,True,2.922422954303932,5927573.365771395,8802337.938363442,11940681.284259984,31,True,2.3223068251867764
Isaiah Oliver,Jets,Slot specialist,True,2023,67.6,70.9,104.2,1.0,0.0392156862745098,0.0238568588469184,0.8429423459244533,2500000.0,0.6343543961463582,1255201.5710445934,1910675.4411928311,5493519.172943429,100,True,2.922422954303932,5927573.365771395,8802337.938363442,12514696.999018565,31,True,2.2880685581575735
Kader Kohou,Dolphins,Slot specialist,True,2024,64.5,68.9,76.0,0.7,0.078125,0.2641242937853107,0.6398305084745762,3263000.0,0.6173901635647265,1249607.044053838,1859579.1726569564,4999036.117381489,110,True,2.922422954303932,5927573.365771395,8802337.938363442,11683376.248818038,31,True,2.3050327907392054
Nik Needham,Jets,Slot specialist,True,2021,66.2,67.6,81.4,1.1,0.0925925925925925,0.0723684210526315,0.6694078947368421,327500.0,0.6173901635647265,1252742.6546070392,1859579.1726569564,5430646.609742028,106,True,2.902133667353695,6003140.8705749,8741226.60606933,12160593.374883339,32,True,2.2847435037889685
Myles Bryant,Texans,Slot specialist,True,2023,66.6,63.1,106.6,1.1,0.081081081081081,0.1948356807511737,0.6349765258215962,396000.0,0.6343543961463582,1264498.6011770524,1910675.4411928311,5493519.172943429,104,True,2.902133667353695,6003140.8705749,8741226.60606933,12160593.374883339,32,True,2.2677792712073366
Kendall Sheffield,Dolphins,Replacement-level CB,False,2020,40.3,36.9,115.8,2.0,0.044776119402985,0.8683206106870229,0.0629770992366412,322500.0,0.7958728510028653,1503865.4189506653,2397169.02722063,5672569.058448459,37,True,2.86768855986287,5465729.736395411,8637477.942306966,15558370.816803286,14,True,2.071815708860005
Dee Alford,Falcons,Slot specialist,True,2025,52.8,56.5,77.1,1.5,0.0769230769230769,0.2461273666092943,0.6299483648881239,1500000.0,0.5375967840048003,1232219.3273328396,1619241.5134224582,3651534.2465753425,66,True,2.8486988636302706,6402241.935343161,8580280.977254376,12054769.23241838,16,True,2.31110207962547
Cameron Mitchell,Colts,Slot specialist,True,2024,52.9,55.3,117.2,1.2,0.081081081081081,0.3450134770889488,0.5309973045822103,234000.0,0.5372492836676217,1231578.9678935,1618194.8424068766,3713424.6575342463,65,True,2.8486988636302706,6402241.935343161,8580280.977254376,12054769.23241838,16,True,2.311449579962649
Ugo Amadi,Saints,Slot specialist,True,2024,55.2,50.0,109.7,1.7,0.0597014925373134,0.0398481973434535,0.8102466793168881,1280000.0,0.5402050188833182,1232219.3273328396,1627097.5168765543,3651534.2465753425,78,True,2.774974772956609,6867063.543692794,8358224.016145308,12065878.522473648,19,True,2.234769754073291
Beanie Bishop Jr.,Saints,Slot specialist,True,2024,54.0,55.2,84.0,1.3,0.1166666666666666,0.0163636363636363,0.8963636363636364,234000.0,0.5424657534246575,1211599.4236311237,1633906.8493150685,3713424.6575342463,73,True,2.6655695782591264,6688574.999512103,8028695.569716488,11797161.145884084,18,True,2.1231038248344687
Amik Robertson,Lions,Replacement-level CB,False,2025,48.6,48.0,109.3,1.6,0.1030927835051546,0.5783847980997625,0.340855106888361,4625000.0,0.6767872395150663,1353976.4012455514,2038483.1654193795,4979883.792243985,98,True,2.5441915142139,5550311.65814668,7663104.840812267,13238209.039411645,28,True,1.8674042746988337
Michael Ojemudia,Cowboys,Replacement-level CB,True,2020,48.7,49.9,120.2,1.4,0.0821917808219178,0.9002347417840375,0.0082159624413145,1100000.0,0.6685166498486378,1354696.5747330957,2013572.1493440971,4970333.487066766,99,True,2.5441915142139,5550311.65814668,7663104.840812267,13238209.039411645,28,True,1.875674864365262
Mike Ford,Falcons,Replacement-level CB,True,2018,49.0,43.5,128.6,2.0,0.0294117647058823,0.8639240506329114,0.0949367088607595,4000000.0,0.6422235616438356,1353256.227758007,1934377.367671233,4951232.876712328,101,True,2.5441915142139,5550311.65814668,7663104.840812267,13238209.039411645,28,True,1.9019679525700643
Coby Bryant,Falcons,Slot specialist,True,2022,55.8,52.2,106.3,1.1,0.0597014925373134,0.0331632653061224,0.8635204081632653,234000.0,0.5453654389899089,1233500.0462115183,1642640.7022376054,3766031.5068493146,84,True,2.5109589041095894,6066371.1391850505,7563008.219178083,11304163.552926023,20,True,1.9655934651196807
Martin Emerson Jr.,Browns,Replacement-level CB,False,2024,47.9,48.4,108.7,1.3,0.0240963855421686,0.8839177750906893,0.0326481257557436,1367823.0,0.6422235616438356,1344801.7259786474,1934377.367671233,4951232.876712328,95,True,2.4725537944284337,5447959.416522935,7447332.0288184425,14238359.122271262,26,True,1.830330232784598
CJ Henderson,Falcons,Replacement-level CB,True,2023,45.4,43.9,115.6,1.8,0.0277777777777777,0.8648648648648649,0.0,315000.0,0.6371521769896407,1335695.0484875443,1919102.3570927978,4960783.181889547,80,True,2.463519212295869,5357826.562083582,7420119.867435158,14967602.551073544,23,True,1.8263670353062285
Tre Avery,Browns,Replacement-level CB,True,2023,44.2,46.2,138.9,1.7,0.0,0.9083333333333332,0.0083333333333333,323611.0,0.6371521769896407,1340128.9141981232,1919102.3570927978,4960783.181889547,68,True,2.305192170818505,5357826.562083582,6943238.818505337,13967452.468213927,19,True,1.6680399938288644
Nick McCloud,Bears,Average outside CB,True,2025,49.9,51.4,148.2,1.2,0.0625,0.3508771929824561,0.4495614035087719,1320000.0,0.789114530776993,1330193.391850496,2376812.966700303,4689501.779359431,51,True,1.8443804034582136,5037769.199695793,5555273.77521614,12614156.951609317,15,True,1.0552658726812205
